127.0.0.1 - - [16/Apr/2023:00:01:15 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:15 +0530] "GET /E-Society/index.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/js/owl.carousel.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/js/theme-change.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/css/style-starter.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/css/dropdown.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:16 +0530] "GET /E-Society/assets/css/style-liberty.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:19 +0530] "GET /E-Society/member-login.jsp HTTP/1.1" 200 10319
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:01:25 +0530] "POST /E-Society/MemberController HTTP/1.1" 500 1455
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:02:45 +0530] "GET /E-Society/member-login.jsp HTTP/1.1" 200 10319
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:02:51 +0530] "POST /E-Society/MemberController HTTP/1.1" 200 16536
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:02:56 +0530] "GET /E-Society/member-register-complain.jsp HTTP/1.1" 200 11287
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:03:12 +0530] "POST /E-Society/ComplaintController HTTP/1.1" 500 1413
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:03:41 +0530] "POST /E-Society/ComplaintController HTTP/1.1" 500 1413
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:07 +0530] "GET /E-Society/member-register-complain.jsp HTTP/1.1" 500 2773
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:21 +0530] "GET /E-Society/member-logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:21 +0530] "GET /E-Society/index.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:21 +0530] "GET /E-Society/assets/js/jquery.countup.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:21 +0530] "GET /E-Society/assets/js/jquery.waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:23 +0530] "GET /E-Society/index.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:25 +0530] "GET /E-Society/member-login.jsp HTTP/1.1" 200 10319
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:30 +0530] "POST /E-Society/MemberController HTTP/1.1" 200 16536
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:05:34 +0530] "GET /E-Society/member-register-complain.jsp HTTP/1.1" 200 11287
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:06:35 +0530] "POST /E-Society/ComplaintController HTTP/1.1" 500 1413
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:08:19 +0530] "GET /E-Society/member-register-complain.jsp HTTP/1.1" 200 11313
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:08:42 +0530] "POST /E-Society/ComplaintController HTTP/1.1" 500 1413
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:09:32 +0530] "GET /E-Society/member-register-complain.jsp HTTP/1.1" 200 11309
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:10:28 +0530] "POST /E-Society/ComplaintController HTTP/1.1" 200 11374
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:48 +0530] "GET /E-Society/member-logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:49 +0530] "GET /E-Society/index.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:49 +0530] "GET /E-Society/assets/images/one.JPG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:49 +0530] "GET /E-Society/assets/images/online.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:49 +0530] "GET /E-Society/assets/images/on2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:49 +0530] "GET /E-Society/assets/images/poster.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:54 +0530] "GET /E-Society/admin-login.jsp HTTP/1.1" 200 5749
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/css/SidebarNav.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/css/owl.carousel.css HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/js/modernizr.custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/admin/assets/js/pie-chart.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:55 +0530] "GET /E-Society/js/owl.carousel.js HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:56 +0530] "GET /E-Society/admin/assets/js/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:56 +0530] "GET /E-Society/admin/assets/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:00:11:56 +0530] "GET /E-Society/admin/assets/js/Chart.js HTTP/1.1" 304 -
